Time, Altitude, Yaw, Pitch, Roll, Ax, Ay, Az, Pitch_rate, Roll_rate,Yaw_rate, Magx, Magy, Magz0.897293,0.304270,-0.061617,-0.124714,0.103585,0.464475,-1.532289,10.031705,0.011706,-0.026606,0.017028,40.995703,9.079687,24.300000
0.997454,-0.053082,-0.046921,-0.297606,0.210452,0.464475,-1.446098,10.165780,0.030863,0.015963,0.022349,42.222070,10.651172,23.118750
1.097578,0.007229,-0.009774,-0.461574,0.309550,0.890643,-1.513135,10.084377,-0.040441,-0.186239,-0.169212,42.222070,10.651172,23.118750
1.198218,-0.221852,0.044314,-0.627722,0.404118,1.053449,-1.479617,9.830592,-0.058532,-0.368222,-0.129835,40.294922,10.476562,23.625000
1.299900,-0.157999,0.149970,-0.792736,0.514666,1.374272,-1.699883,10.065224,0.140478,-0.275634,-0.044697,40.294922,5.936719,23.962500
1.402029,-0.038569,0.364747,-0.917256,0.734032,1.489193,-1.704672,9.730036,-0.048954,0.106422,-0.073431,38.718164,4.016016,22.106250
1.503273,-0.087934,0.618478,-0.995784,1.015146,1.264138,-1.110910,10.429142,0.080881,0.114936,-0.120257,40.294922,6.285937,22.275000
1.605420,-0.347480,0.858574,-0.998729,1.286787,1.369483,-2.116474,8.748413,0.372478,-0.166019,-0.106422,40.294922,6.285937,22.275000
1.707586,-0.455343,0.966936,-0.984413,1.427421,1.096544,-1.422156,10.017340,-0.009578,0.091523,-0.023413,36.090234,6.635156,22.275000
1.808683,-0.386162,0.973983,-0.931505,1.478367,1.115698,-1.369483,10.309432,0.121322,-0.439525,-0.244772,36.966211,6.460547,22.781250
1.909522,-0.230494,0.933439,-0.888581,1.480188,1.963245,-1.154005,9.433155,-0.928004,0.070239,-0.118129,36.615820,4.714453,20.418750
2.010920,-0.343718,0.994802,-0.825959,1.570949,2.106897,-2.978387,9.485827,0.648113,0.355451,0.262863,35.564648,4.016016,19.406250
2.111952,-0.336702,1.043794,-0.745480,1.654706,1.987187,-2.149993,9.701305,0.223487,0.236258,0.229872,37.316602,3.666797,21.431250
2.212967,-0.556404,1.061985,-0.672703,1.741538,2.274492,-1.244985,10.184934,0.267120,0.006385,-0.159634,36.440625,4.889062,21.937500
2.313940,-0.234442,1.062647,-0.588570,1.829142,2.652775,-0.871489,9.911995,0.490607,0.410791,-0.094716,33.812695,5.063672,20.756250
2.415785,-0.397209,1.028136,-0.496677,1.861471,1.335965,-0.770933,9.821015,0.006385,-0.035119,-0.011706,32.060742,6.111328,24.468750
2.517484,-0.374441,0.984821,-0.390229,1.900696,1.517924,-1.091756,10.213664,-0.141542,0.105358,-0.061725,32.235937,5.936719,22.950000
2.619405,-0.210397,0.931829,-0.234075,1.953714,1.101333,-1.651999,10.256760,-0.178790,0.791783,0.139413,32.586328,8.381250,23.962500
2.721573,-0.340886,0.887544,-0.053749,2.089191,1.206678,-0.938527,10.256760,0.421433,0.941838,0.044697,34.163086,12.397266,27.168750
2.822879,-0.308978,0.786071,0.148465,2.285706,-1.728614,-0.512359,10.194511,-0.077688,1.608043,0.010642,31.535156,22.350000,29.700000
2.925009,-0.391398,0.668114,0.349980,2.527861,-4.458003,-1.541866,8.676587,0.098973,1.175968,0.094716,33.637500,35.620312,29.362500
3.025732,-0.595171,0.496286,0.483260,2.808098,-4.247314,-1.288080,8.413225,-0.060661,1.196188,0.091523,33.812695,44.874609,30.543750
3.127002,-0.376052,0.285497,0.561733,-3.118626,-6.138733,-0.871489,7.460332,-0.056404,1.567602,0.175597,33.812695,44.874609,30.543750
3.228258,-0.414434,0.101718,0.572036,-2.792133,-8.643068,-1.460463,5.774814,-0.002128,1.107857,0.245836,35.739844,52.382812,29.025000
3.330327,-0.383870,-0.021575,0.509786,-2.520090,-8.614338,-0.162806,4.692635,0.135156,0.519341,0.043633,34.513477,60.938672,26.831250
3.431885,-0.398574,-0.086924,0.438084,-2.347001,-8.116344,-0.474052,4.841076,-0.069175,0.148991,0.068110,34.688672,66.002344,25.312500
3.533312,-0.585521,-0.119411,0.349008,-2.179786,-8.461109,-0.502782,5.085284,-0.046826,0.243707,0.106422,34.688672,66.351562,21.937500
3.634234,-0.538720,-0.106367,0.237172,-2.037520,-8.461109,-0.205901,4.831499,-0.036184,0.263928,0.048954,34.688672,66.351562,21.937500
3.736461,-0.420939,-0.059098,0.088806,-1.954621,-8.911219,-0.699107,4.616021,-0.042569,0.114936,-0.015963,34.863867,68.970703,22.781250
3.837672,-0.346091,-0.099724,-0.077508,-1.996478,-8.595184,-0.488417,4.467580,0.008514,0.090459,0.032991,34.863867,70.367578,22.443750
3.939571,-0.115826,-0.170371,-0.191656,-2.013259,-8.686164,-0.670376,4.180276,0.030863,0.123450,0.059597,36.265430,70.716797,20.418750
4.041242,-0.359336,-0.157574,-0.245485,-2.004803,-8.882488,-0.526724,4.003105,-0.004257,-0.194753,-0.063853,35.915039,71.764453,19.406250
4.143080,-0.289797,-0.175488,-0.249513,-2.030487,-9.040505,-0.445322,4.314351,0.025541,-0.394827,-0.073431,35.915039,71.066016,20.418750
4.244183,-0.196179,-0.269904,-0.194313,-2.155562,-9.246407,-1.833958,4.668693,0.134092,-2.781882,-0.496993,35.389453,66.002344,23.287500
4.346151,-0.299761,-0.424537,-0.164339,-2.525187,-4.639963,-0.225055,7.350199,0.589580,-2.668010,-0.264992,32.235937,48.541406,28.687500
