Time, Altitude, Yaw, Pitch, Roll, Ax, Ay, Az, Pitch_rate, Roll_rate,Yaw_rate, Magx, Magy, Magz
15.397831,-0.311544,-0.076618,0.080463,0.046959,-0.555455,0.770933,10.074801,-0.017028,0.003193,-0.001064,-10.546875,22.575000,45.539062
15.499251,-0.189636,-0.077759,0.068963,0.063423,-0.656011,0.718260,9.897630,-0.012771,0.013835,-0.003193,-10.546875,22.575000,45.539062
15.601663,-0.462618,-0.077424,0.074487,0.059969,-0.612916,0.703895,9.931148,-0.020220,0.003193,-0.001064,-11.425781,22.751367,45.029297
15.703863,-0.736913,-0.076985,0.077227,0.053886,-0.617704,0.727837,9.974244,-0.013835,0.015963,-0.001064,-10.722656,24.515039,45.029297
15.805106,-0.377323,-0.075992,0.073461,0.040287,-0.550666,0.799663,10.031705,-0.020220,0.007450,-0.004257,-10.722656,24.515039,45.029297
15.906342,-0.520787,-0.076341,0.087900,0.044280,-0.545878,0.775721,10.046070,-0.014899,0.011706,-0.004257,-11.601562,25.044141,45.539062
16.006900,-0.695772,-0.076322,0.083540,0.043634,-0.617704,0.770933,9.921572,-0.015963,0.009578,-0.003193,-9.843750,22.575000,46.898438
16.108545,-0.471969,-0.076777,0.084295,0.045528,-0.584185,0.766145,10.002975,-0.019156,0.012771,-0.001064,-9.667969,23.456836,44.689453
16.210249,-0.342411,-0.076891,0.080443,0.045643,-0.555455,0.780510,9.940725,-0.015963,0.009578,-0.003193,-11.425781,24.867773,47.068359
16.311312,-0.400588,-0.076687,0.087390,0.044422,-0.622492,0.675165,9.844957,-0.017028,0.009578,0.001064,-11.425781,24.867773,47.068359
16.413192,-0.192292,-0.077589,0.073010,0.054825,-0.550666,0.746991,9.835380,-0.015963,0.014899,-0.001064,-11.953125,22.927734,45.878906
16.514508,-0.280350,-0.078119,0.086154,0.060673,-0.665588,0.799663,9.787496,-0.014899,0.021284,-0.001064,-10.019531,24.867773,46.048828
16.616829,-0.317764,-0.076725,0.081054,0.044917,-0.545878,0.756568,9.916783,-0.015963,-0.003193,0.001064,-10.019531,24.867773,46.048828
16.718467,-0.512658,-0.077502,0.081941,0.054803,-0.598550,0.746991,9.983821,-0.013835,0.008514,-0.002128,-11.777344,23.104102,45.708984
16.819974,-0.220170,-0.077631,0.086333,0.054093,-0.531513,0.718260,9.868899,-0.012771,0.017028,-0.004257,-10.546875,24.338672,45.539062
16.921429,-0.360395,-0.076710,0.076090,0.041965,-0.588974,0.756568,9.940725,-0.015963,0.008514,0.002128,-9.492188,24.338672,46.558594
17.023193,-0.168920,-0.077538,0.061996,0.050801,-0.545878,0.627281,9.931148,-0.014899,0.014899,0.001064,-11.250000,22.927734,46.898438
17.124361,-0.542255,-0.077567,0.091361,0.049289,-0.622492,0.718260,9.878476,-0.015963,0.007450,-0.001064,-10.371094,22.751367,46.048828
17.225821,-0.252873,-0.077155,0.072876,0.043007,-0.517148,0.723049,10.046070,-0.015963,0.006385,-0.002128,-10.019531,24.867773,45.708984
17.328326,-0.424378,-0.076421,0.085451,0.033355,-0.474052,0.718260,9.964667,-0.015963,0.018092,-0.003193,-10.019531,24.867773,45.708984
17.429850,-0.294167,-0.078561,0.099990,0.056664,-0.617704,0.847547,9.926360,-0.008514,0.039376,-0.002128,-10.722656,22.398633,45.369141
17.530994,0.003437,-0.078105,0.068657,0.052256,-0.574608,0.751779,9.998186,-0.025541,-0.032991,-0.002128,-11.074219,24.162305,45.369141
17.632247,-0.375413,-0.077804,0.068098,0.049405,-0.536301,0.742203,9.979033,-0.019156,-0.008514,-0.003193,-11.074219,23.104102,45.708984
17.735016,-0.269169,-0.078099,0.071754,0.053486,-0.579397,0.665588,9.916783,-0.013835,0.032991,-0.004257,-10.546875,23.633203,45.539062
