Time, Altitude, Yaw, Pitch, Roll, Ax, Ay, Az, Pitch_rate, Roll_rate,Yaw_rate, Magx, Magy, Magz
6.922915,-0.032964,0.076480,0.002369,0.800516,-7.086837,-0.521936,6.900089,-0.017028,-0.006385,0.014899,-4.394531,74.603320,21.919922
7.024351,0.116555,0.068298,0.009418,0.811793,-7.307103,-0.421379,6.947973,-0.025541,0.024477,-0.017028,-4.394531,74.603320,21.919922
7.125659,0.206653,0.067496,0.009242,0.801178,-7.091625,-0.440533,6.804321,-0.032991,0.021284,-0.021284,-3.691406,73.545117,22.259766
7.227099,-0.034723,0.066294,0.009699,0.808391,-6.991069,-0.435745,6.617573,-0.012771,-0.011706,0.005321,-3.339844,73.192383,20.560547
7.328475,0.129873,0.066197,0.008762,0.818769,-7.192182,-0.397437,6.885724,-0.006385,0.027670,0.003193,-2.636719,74.250586,20.220703
7.430114,0.333446,0.063006,0.011883,0.791144,-7.082049,-0.454898,6.957550,-0.011706,0.021284,-0.008514,-3.691406,72.839648,22.599609
7.531709,0.204829,0.063584,0.012625,0.813401,-7.168240,-0.344765,6.775591,-0.018092,0.052147,-0.013835,-4.042969,75.308789,20.560547
7.633064,0.154426,0.074542,0.003222,0.817173,-7.144298,-0.474052,6.770802,-0.012771,0.055340,-0.022349,-3.515625,73.368750,22.429688
7.734178,0.201773,0.071008,0.006552,0.829563,-7.125144,-0.478840,6.689399,-0.015963,-0.001064,-0.012771,-3.339844,76.014258,20.560547
7.836370,0.270221,0.071087,0.005741,0.808804,-7.220912,-0.502782,6.809110,-0.024477,0.042569,-0.026606,-3.339844,76.014258,20.560547
7.937222,0.500254,0.082968,-0.005411,0.824926,-7.096414,-0.584185,6.598420,-0.006385,0.010642,-0.005321,-1.757812,74.779687,21.750000
8.038989,0.599737,0.069389,0.006376,0.803394,-7.105991,-0.454898,6.856994,0.003193,0.006385,0.008514,-4.921875,75.837891,21.070312
8.140143,0.493974,0.082756,-0.007610,0.803990,-7.158663,-0.550666,6.770802,-0.022349,0.024477,-0.007450,-4.394531,76.719727,20.900391
8.241333,0.172785,0.061163,0.009273,0.828125,-7.206547,-0.344765,6.804321,-0.030863,-0.055340,-0.005321,-4.394531,76.719727,20.900391
8.343211,0.205433,0.074973,-0.003211,0.853499,-7.321469,-0.584185,6.181829,-0.017028,-0.195817,-0.012771,-3.691406,74.250586,21.919922
8.444898,0.377337,0.071245,-0.005193,0.758231,-6.588843,-0.603339,6.780379,0.102166,-1.351565,0.059597,-3.339844,71.781445,23.958984
8.546074,-0.171919,0.069075,-0.022940,0.557904,-5.166687,-0.723049,8.140286,0.178790,-1.485657,0.114936,-3.339844,71.781445,23.958984
8.647260,0.364433,0.045589,0.027697,0.337699,-3.648763,0.033519,9.457097,0.372478,-1.782576,0.196881,-4.746094,58.730273,31.775391
8.748787,0.334187,0.023039,0.078851,0.192676,-2.308010,0.794875,9.988609,0.321396,-1.151491,0.133028,-7.031250,45.502734,37.042969
8.850702,0.061537,0.022885,0.057662,0.074762,-1.441309,0.660800,10.524910,0.047890,-0.909912,0.134092,-10.546875,34.920703,40.101562
8.951998,0.400595,0.013176,0.045853,-0.009635,0.019154,0.517148,10.371682,-0.084074,-0.520406,0.107487,-11.425781,27.336914,40.611328
9.054080,0.099656,0.005383,0.037769,-0.020689,0.220267,0.464475,10.146627,-0.008514,-0.203267,0.093652,-9.316406,21.693164,41.970703
9.155835,0.248784,-0.001911,0.073048,-0.004410,0.071826,0.766145,9.979033,-0.113872,-0.123450,0.070239,-8.964844,20.282227,43.669922
9.257107,0.077096,-0.002597,0.053362,-0.059597,0.598550,0.531513,10.117896,0.025541,-0.107487,0.045762,-8.964844,20.282227,43.669922
9.359252,0.272889,-0.007965,0.063372,-0.046522,0.603339,0.565032,10.022128,0.056404,-0.097909,-0.030863,-8.261719,18.871289,44.009766
9.461082,0.132860,0.003691,0.071373,-0.061908,0.708684,0.770933,9.935937,0.141542,-0.020220,-0.116000,-8.261719,16.049414,42.310547
9.562930,0.445577,0.016221,0.085912,-0.056699,0.593762,0.976834,10.122685,0.249028,0.096844,-0.164955,-11.601562,17.636719,41.800781
9.664240,0.333677,0.038539,0.159478,-0.052865,0.464475,1.613692,10.098743,0.307561,0.159634,-0.223487,-12.656250,16.578516,41.800781
9.766300,0.236916,0.062225,0.175602,-0.033533,0.263362,1.738190,10.050859,0.585323,-0.089395,-0.279891,-18.105469,20.987695,40.611328
9.867469,-0.038374,0.086004,0.224902,-0.071942,0.469264,2.260126,9.797073,0.813067,0.005321,-0.159634,-23.730469,20.987695,37.892578
9.968875,0.276856,0.100764,0.325327,-0.080355,0.474052,3.174711,9.404424,0.691746,-0.079817,-0.087266,-32.343750,20.811328,32.964844
10.070327,0.507416,0.114785,0.407953,-0.089886,0.474052,3.878607,8.949526,0.328845,-0.202203,-0.050019,-32.343750,20.811328,32.964844
10.172016,0.064763,0.124122,0.422060,-0.094893,0.421379,3.993528,8.729259,0.002128,0.050019,-0.020220,-37.792969,18.518555,30.416016
10.273376,0.410635,0.124477,0.433119,-0.116685,0.665588,4.122815,9.045294,0.009578,0.047890,-0.029798,-37.792969,18.518555,30.416016
10.375025,0.220434,0.129401,0.449005,-0.127402,0.608127,4.472369,9.121908,-0.013835,0.002128,-0.101101,-37.089844,19.224023,28.376953
10.476405,0.241188,0.130659,0.426965,-0.098540,0.435745,4.290409,9.040505,-0.026606,0.028734,-0.009578,-38.320312,19.047656,27.867188
10.577458,0.241695,0.130066,0.414558,-0.076713,0.392649,4.146757,8.997410,-0.041505,0.018092,-0.019156,-38.144531,18.518555,26.677734
10.678911,0.254171,0.134462,0.422289,-0.101499,0.464475,4.180276,9.059659,0.011706,0.002128,-0.076624,-37.617188,18.342187,27.527344
10.780119,0.428459,0.139938,0.431936,-0.097014,0.421379,4.189853,8.930372,0.037248,-0.041505,0.013835,-38.847656,20.282227,27.017578
10.881747,0.150006,0.139310,0.424479,-0.081179,0.205901,4.247314,9.313444,-0.210716,-0.018092,0.002128,-38.847656,20.282227,27.017578
10.983609,0.061087,0.137319,0.413315,-0.086495,0.469264,4.266467,9.356540,-0.005321,0.088331,0.020220,-38.847656,19.224023,28.376953
11.084747,0.375527,0.136889,0.435218,-0.111414,0.521936,4.209007,8.796297,0.036184,0.061725,-0.009578,-37.617188,20.458594,28.546875
11.186123,0.068212,0.133471,0.405346,-0.088307,0.325611,3.945644,9.083601,-0.063853,0.014899,0.031927,-38.847656,20.987695,28.037109
11.287595,-0.214357,0.128063,0.402268,-0.085814,0.306458,3.940856,9.294291,-0.150056,0.054275,0.048954,-36.914062,19.400391,27.527344
11.388741,-0.003075,0.094395,0.295982,-0.091271,0.512359,3.098097,9.586383,-1.087637,0.407598,0.391635,-34.628906,21.340430,28.376953
11.490727,0.090363,0.041150,0.215197,-0.035097,0.268151,2.121263,9.126697,-1.198317,0.075560,0.363965,-22.675781,22.398633,36.193359
11.592342,0.298938,-0.002406,0.131094,-0.028101,0.435745,0.919373,9.969456,-0.827966,-0.068110,0.256478,-22.675781,22.398633,36.193359
11.693786,0.244210,-0.018119,0.065628,-0.022610,0.263362,0.756568,9.844957,-0.002128,-0.137285,0.131964,-9.667969,22.045898,40.271484
11.795013,0.120844,-0.027607,0.069362,-0.054712,0.675165,0.287304,10.994174,-0.030863,-0.214973,0.039376,-6.503906,19.929492,43.330078
11.896378,0.373610,-0.021218,0.051270,-0.044639,0.239420,0.138864,9.610325,-0.069175,0.015963,-0.022349,-5.097656,17.460352,45.369141
11.997675,0.431419,-0.009912,0.069843,-0.139988,10.132261,-3.083732,23.060950,0.383121,-0.433139,-0.109615,-5.097656,17.460352,45.369141
12.099563,0.382606,-0.008435,0.077590,-0.066307,0.737414,0.727837,9.849746,-0.057468,-0.051083,-0.045762,-6.503906,16.754883,45.029297
12.201323,0.219198,-0.005254,0.053143,-0.098356,0.871489,0.416591,9.380482,-0.030863,-0.005321,-0.003193,-6.503906,16.754883,45.029297
12.303350,0.188177,0.008069,0.047437,-0.103266,0.952892,0.541090,9.883264,-0.247964,-0.483158,-0.263928,-6.503906,16.754883,45.029297
12.404582,-0.061755,0.015706,0.027896,-0.131769,1.254562,0.277727,9.959879,-0.023413,-0.056404,-0.001064,-4.921875,14.462109,44.859375
12.506715,-0.027452,0.017367,0.039433,-0.112707,1.130063,0.287304,9.749189,-0.017028,0.009578,0.000000,-6.328125,13.756641,45.199219
12.609130,0.074014,0.014341,0.013486,-0.121409,1.278504,0.253785,9.964667,-0.025541,-0.029798,0.000000,-4.921875,12.345703,44.179688
12.710339,0.007362,0.016109,0.025923,-0.142049,1.288080,0.239420,9.773131,-0.019156,0.020220,-0.003193,-5.449219,12.522070,45.369141
12.811958,-0.232349,0.017494,0.034870,-0.138680,1.278504,0.272939,9.902418,-0.021284,-0.009578,0.002128,-5.800781,12.169336,45.708984
12.913181,-0.100073,0.017638,0.035006,-0.113441,1.163582,0.296881,9.859322,-0.013835,0.017028,0.000000,-6.152344,11.816602,43.330078
13.015635,-0.297977,0.014932,0.011076,-0.121195,1.197101,0.292093,9.931148,-0.015963,0.002128,-0.002128,-5.800781,11.463867,44.689453
13.117233,-0.290030,0.015358,0.012300,-0.144113,1.302446,0.220267,9.825804,-0.018092,0.011706,-0.003193,-5.800781,11.463867,44.689453
13.218118,-0.544260,0.018640,0.033583,-0.129080,1.240196,0.363919,9.959879,-0.019156,0.007450,-0.001064,-4.921875,10.934766,44.519531
13.319823,-0.201909,0.017572,0.023262,-0.128211,1.278504,0.263362,9.873688,-0.014899,0.009578,-0.004257,-4.921875,10.934766,44.519531
13.421723,-0.289720,0.018852,0.029730,-0.120609,1.130063,0.248997,9.878476,-0.023413,0.003193,0.002128,-5.800781,10.758398,44.689453
13.523465,-0.324522,0.017654,0.017170,-0.122213,1.211466,0.201113,9.868899,-0.015963,0.005321,-0.002128,-6.328125,12.345703,43.839844
13.624957,-0.159612,0.018651,0.024461,-0.146075,1.307234,0.258574,9.720459,-0.014899,0.013835,-0.003193,-4.746094,11.816602,45.029297
13.726736,-0.297151,0.020405,0.035242,-0.134530,1.249773,0.282516,9.974244,-0.020220,0.008514,0.001064,-5.273438,11.992969,44.859375
13.828521,-0.284389,0.020031,0.028014,-0.124792,1.230620,0.311246,9.888053,-0.018092,0.014899,-0.003193,-5.273438,11.992969,44.859375
13.930149,-0.143113,0.019967,0.024416,-0.123170,1.240196,0.248997,9.821015,-0.018092,0.011706,-0.002128,-5.273438,12.345703,44.859375
14.031693,0.068562,0.020162,0.022115,-0.122141,1.216254,0.258574,9.806650,-0.019156,0.008514,-0.002128,-6.328125,12.345703,43.839844
