Time, Altitude, Yaw, Pitch, Roll, Ax, Ay, Az, Pitch_rate, Roll_rate,Yaw_rate, Magx, Magy, Magz
0.765871,0.075702,nan,nan,-0.000000,-1.192312,-0.196325,10.031705,0.017028,0.003193,0.012771,0.000000,0.000000,0.000000
0.865903,0.204269,nan,nan,-0.000000,-1.134852,-0.258574,10.070012,0.011706,0.002128,0.013835,0.000000,0.000000,0.000000
0.966316,0.068463,nan,nan,-0.000000,-1.130063,-0.253785,9.993398,0.010642,0.004257,0.010642,0.000000,0.000000,0.000000
1.068318,-0.238356,nan,nan,-0.000000,-1.130063,-0.258574,10.017340,0.008514,0.005321,0.013835,0.000000,0.000000,0.000000
1.170171,-0.156310,nan,nan,-0.000000,-1.154005,-0.244209,10.055647,0.015963,0.005321,0.015963,0.000000,0.000000,0.000000
1.272715,0.045432,nan,nan,-0.000000,-1.235408,-0.225055,10.022128,0.011706,0.004257,0.013835,0.000000,0.000000,0.000000
1.375246,-0.272080,nan,nan,-0.000000,-1.067814,-0.268151,9.998186,0.017028,0.004257,0.011706,0.000000,0.000000,0.000000
1.477090,-0.128817,nan,nan,-0.000000,-1.192312,-0.229843,10.127473,0.008514,0.005321,0.013835,0.000000,0.000000,0.000000
1.579378,-0.067378,nan,nan,-0.000000,-1.177947,-0.186748,9.959879,0.013835,0.005321,0.012771,0.000000,0.000000,0.000000
1.681343,-0.247231,nan,nan,-0.000000,-1.144428,-0.229843,10.065224,0.017028,0.004257,0.011706,0.000000,0.000000,0.000000
1.783743,-0.337884,nan,nan,-0.000000,-1.077391,-0.277727,10.237606,0.017028,0.004257,0.011706,0.000000,0.000000,0.000000
1.885666,-0.506699,nan,nan,-0.000000,-1.120486,-0.205901,10.175357,0.009578,0.004257,0.013835,0.000000,0.000000,0.000000
1.987749,-0.410818,nan,nan,-0.000000,-1.125275,-0.287304,10.074801,0.012771,0.005321,0.013835,0.000000,0.000000,0.000000
2.088865,-0.300037,nan,nan,-0.000000,0.009577,-0.411803,9.758766,0.021284,-0.011706,0.010642,0.000000,0.000000,0.000000
2.190927,-0.387992,nan,nan,-0.000000,-1.125275,-0.181959,9.979033,0.011706,0.005321,0.012771,0.000000,0.000000,0.000000
2.292772,-0.288079,nan,nan,-0.000000,-1.197101,-0.177171,10.137050,-0.006385,0.017028,0.009578,0.000000,0.000000,0.000000
2.395125,0.092706,nan,nan,-0.000000,-1.149217,-0.263362,9.931148,0.020220,0.003193,0.014899,0.000000,0.000000,0.000000
2.496379,-0.312751,nan,nan,-0.000000,-1.120486,-0.210690,10.074801,0.010642,0.005321,0.013835,0.000000,0.000000,0.000000
2.597654,-0.158608,nan,nan,-0.000000,-1.201889,-0.258574,9.964667,0.009578,0.006385,0.014899,0.000000,0.000000,0.000000
2.699175,-0.310551,nan,nan,-0.000000,-1.101333,-0.244209,10.137050,0.013835,0.004257,0.011706,0.000000,0.000000,0.000000
2.800945,-0.312089,nan,nan,-0.000000,-1.019930,-0.248997,10.122685,0.007450,0.007450,0.014899,0.000000,0.000000,0.000000
2.902935,-0.480866,nan,nan,-0.000000,-1.230620,-0.196325,10.060435,0.013835,0.008514,0.012771,0.000000,0.000000,0.000000
3.004465,-0.565194,nan,nan,-0.000000,-1.110910,-0.258574,10.141838,0.014899,0.001064,0.013835,0.000000,0.000000,0.000000
3.105586,-0.232937,nan,nan,-0.000000,-1.235408,-0.220267,10.055647,0.013835,0.002128,0.011706,0.000000,0.000000,0.000000
3.207804,-0.400341,nan,nan,-0.000000,-1.144428,-0.287304,10.108319,0.011706,0.005321,0.014899,0.000000,0.000000,0.000000
3.309888,-0.445195,nan,nan,-0.000000,-1.206678,-0.292093,10.371682,0.043633,0.002128,0.003193,0.000000,0.000000,0.000000
3.411849,-0.226946,nan,nan,-0.000000,-1.221043,-0.296881,10.017340,0.011706,0.000000,0.012771,0.000000,0.000000,0.000000
3.513924,-0.441997,nan,nan,-0.000000,-1.096544,-0.253785,10.189722,0.012771,0.002128,0.013835,0.000000,0.000000,0.000000
3.615639,-0.459584,nan,nan,-0.000000,-1.163582,-0.229843,10.108319,0.011706,0.004257,0.015963,0.000000,0.000000,0.000000
3.717732,-0.356980,nan,nan,-0.000000,-1.163582,-0.277727,9.921572,0.009578,0.004257,0.013835,0.000000,0.000000,0.000000
3.818444,-0.283536,nan,nan,-0.000000,-1.134852,-0.253785,9.988609,0.048954,-0.010642,0.009578,0.000000,0.000000,0.000000
3.919866,-0.152101,nan,nan,-0.000000,-1.048660,-0.057461,10.256760,0.018092,-0.003193,0.004257,0.000000,0.000000,0.000000
4.021438,-0.048686,nan,nan,-0.000000,-0.177171,-1.340753,9.481039,0.009578,-0.086202,0.012771,0.000000,0.000000,0.000000
4.123895,-0.673248,nan,nan,-0.000000,-1.216254,-0.330400,9.959879,0.007450,0.013835,0.012771,0.000000,0.000000,0.000000
4.225393,-0.345013,nan,nan,-0.000000,-1.024718,-0.205901,10.175357,0.011706,0.001064,0.013835,0.000000,0.000000,0.000000
4.327347,-0.382087,nan,nan,-0.000000,-1.230620,-0.225055,10.041282,0.014899,0.005321,0.012771,0.000000,0.000000,0.000000
