Time, Altitude, Yaw, Pitch, Roll, Ax, Ay, Az, Pitch_rate, Roll_rate,Yaw_rate, Magx, Magy, Magz0.834241,-0.162453,-0.068549,-0.034349,0.157532,0.632069,-0.387861,10.409989,-0.038312,0.081945,0.126643,23.125781,8.381250,27.675000
0.934467,-0.116387,-0.020029,-0.110068,0.351327,0.153229,-0.713472,10.103531,-0.238386,-0.028734,0.148991,28.206445,11.000391,28.856250
1.034432,-0.316353,0.044646,-0.174634,0.521246,0.426168,-0.847547,10.553641,-0.071303,-0.123450,0.100037,28.206445,11.000391,28.856250
1.136676,-0.238804,0.183581,-0.236178,0.703574,0.708684,-1.513135,9.974244,-0.103230,-0.113872,0.543819,28.206445,11.000391,28.856250
1.237353,-0.450082,0.314080,-0.273963,0.892162,0.186748,-0.751779,10.113108,0.006385,0.027670,0.097909,31.184766,10.476562,26.662500
1.339505,-0.281409,0.432836,-0.288492,1.084306,0.426168,-0.651223,9.979033,0.137285,-0.202203,0.147927,32.761523,12.048047,25.481250
1.440968,-0.487542,0.504401,-0.259813,1.262935,0.718260,-0.531513,9.768343,0.293726,0.073431,-0.056404,32.936719,12.921094,23.625000
1.542438,-0.230990,0.547989,-0.184986,1.442068,0.411803,-0.737414,10.137050,0.002128,0.044697,0.064918,33.287109,12.571875,23.287500
1.644280,-0.737211,0.561703,-0.086101,1.591099,0.076614,-0.928950,10.184934,0.009578,0.110679,0.047890,32.761523,11.000391,22.106250
1.746227,-0.389034,0.527293,0.018828,1.744356,0.430956,-0.469264,10.946290,0.036184,0.181982,0.065982,31.710352,12.397266,22.781250
1.848679,-0.435977,0.459929,0.142050,1.901514,-0.239420,-0.502782,9.777920,0.059597,-0.047890,-0.126643,31.710352,12.397266,22.781250
1.950860,-0.386819,0.360944,0.240835,2.045571,0.172383,-0.541090,10.098743,-0.304368,-0.096844,0.146863,31.359961,14.492578,22.781250
2.052557,-0.452429,0.263355,0.304599,2.224226,-0.258574,-0.675165,10.223241,0.194753,-0.081945,0.030863,33.111914,12.746484,22.443750
2.153528,-0.472752,0.104605,0.332183,2.402264,0.301669,-0.392649,10.587160,0.202203,-0.032991,-0.220294,33.287109,13.270312,21.937500
2.255071,-0.451374,-0.047774,0.335615,2.596191,0.134075,-0.497994,10.026917,0.101101,-0.012771,-0.072367,32.060742,12.746484,22.106250
2.357003,-0.426949,-0.184721,0.298426,2.781404,0.272939,-0.411803,9.878476,-0.020220,-0.030863,0.002128,31.535156,12.921094,21.262500
2.458883,-0.510576,-0.289849,0.218117,2.957778,0.229843,-0.684742,10.271125,0.012771,0.123450,-0.011706,30.834375,9.428906,20.250000
2.560268,-0.523127,-0.363718,0.103655,3.115208,0.129287,-0.497994,9.955091,0.012771,-0.040441,-0.007450,32.060742,12.746484,22.443750
2.661833,-0.389870,-0.367089,0.057369,-3.138305,0.210690,-0.526724,10.180145,-0.022349,-0.043633,-0.014899,30.308789,11.349609,21.093750
2.764730,-0.332617,-0.325140,0.071658,3.130298,0.344765,-0.632069,10.098743,0.012771,-0.021284,-0.003193,31.710352,10.651172,21.431250
2.867006,-0.467239,-0.344382,0.077288,3.131090,0.349553,-0.632069,10.170569,-0.022349,0.003193,-0.004257,30.834375,10.825781,21.262500
