Time, Altitude, Yaw, Pitch, Roll, Ax, Ay, Az, Pitch_rate, Roll_rate,Yaw_rate, Magx, Magy, Magz0.906269,0.175851,-0.147342,0.035822,0.096584,-0.076614,-0.402226,10.098743,0.017028,0.004257,0.017028,10.511719,11.524219,12.825000
1.006212,0.261765,-0.332463,0.033883,0.149590,-0.014365,-0.378284,10.160992,0.011706,0.009578,0.015963,10.686914,11.349609,14.006250
1.106525,-0.111268,-0.513515,0.024373,0.112998,-0.028730,-0.387861,10.237606,0.014899,0.005321,0.012771,10.686914,11.349609,14.006250
1.207784,-0.007175,-0.675803,0.025898,0.040660,-0.009577,-0.421379,10.141838,0.014899,0.010642,0.010642,11.387695,11.698828,14.006250
1.309301,0.081489,-0.767289,0.034350,-0.032436,-0.076614,-0.411803,10.141838,0.014899,0.002128,0.015963,11.387695,10.651172,12.656250
1.411387,-0.096280,-0.788959,0.035756,-0.012907,-0.090980,-0.378284,10.223241,0.017028,0.007450,0.013835,10.511719,10.127344,12.487500
1.512985,-0.090331,-0.759675,0.033116,-0.034166,-0.062249,-0.373495,10.208876,0.012771,0.006385,0.011706,13.139648,11.000391,13.668750
1.614986,-0.195814,-0.736248,0.037676,-0.001576,-0.038307,-0.426168,10.304644,0.017028,0.002128,0.014899,9.986133,10.301953,12.993750
1.716995,-0.119921,-0.838851,0.029421,-0.020055,0.009577,-0.411803,10.199299,0.014899,0.005321,0.014899,10.336523,11.349609,13.331250
1.818424,-0.037031,-0.846288,0.032936,-0.026992,-0.052672,-0.397437,10.170569,0.017028,0.005321,0.014899,10.336523,11.349609,13.331250
1.920393,-0.028632,-0.842184,0.031462,-0.028508,-0.076614,-0.349553,10.232818,0.012771,0.006385,0.012771,10.336523,11.349609,13.331250
2.022131,-0.125019,-0.821720,0.034481,-0.017867,-0.100556,-0.407014,10.218453,0.014899,0.003193,0.013835,10.336523,10.651172,11.981250
2.123664,-0.214897,-0.833311,0.034772,-0.014707,-0.076614,-0.407014,10.194511,0.014899,0.005321,0.012771,10.862109,11.524219,13.837500
2.224959,-0.085390,-0.863842,0.025608,-0.030516,-0.023942,-0.363919,10.180145,0.011706,0.005321,0.014899,9.635742,11.000391,12.656250
2.327408,-0.145291,-0.787106,0.031000,-0.033190,-0.043096,-0.397437,10.065224,0.013835,0.006385,0.012771,11.212500,10.825781,12.487500
2.429246,-0.209213,-0.784370,0.030343,-0.032726,-0.033519,-0.402226,10.204087,0.014899,0.004257,0.012771,10.686914,10.301953,12.656250
2.530795,-0.134179,-0.809805,0.031524,-0.022404,-0.100556,-0.349553,10.285490,0.015963,0.004257,0.009578,10.511719,10.825781,12.825000
2.631873,0.028513,-0.843781,0.022083,-0.025640,-0.014365,-0.320823,10.180145,0.014899,0.007450,0.011706,10.862109,11.873437,14.512500
2.733808,0.132778,-0.850666,0.028672,-0.029491,-0.014365,-0.373495,10.036493,0.018092,0.006385,0.012771,10.862109,11.873437,14.512500
2.835450,-0.072455,-0.756320,0.027728,-0.034409,-0.043096,-0.378284,10.175357,0.012771,0.008514,0.018092,11.387695,9.952734,14.343750
